message_id,file_link,from_id,chat_id,date,file_name,mime_type,file_id,file_unique_id,file_size,Files
2448,,1789016259,1789016259,1724052617,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJXGbC9Im-uGLn1clF_uyDVNxcMuDpAALvEQACT934VeTb4OsCRGhQNQQ,AgAD7xEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2453,,1789016259,1789016259,1724052617,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJXWbC9InHJ0ttPrhM30wn83P5e5UKAALwEQACT934VXIWnU-yIR2FNQQ,AgAD8BEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2455,,1789016259,1789016259,1724052617,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJXmbC9Iletqeio8bfxk9qPQnd_u2UAALxEQACT934VcD1KEvlRdrENQQ,AgAD8REAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2458,,1789016259,1789016259,1724052618,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJX2bC9In6uotP_SZJj-R1JXBRFbnQAALyEQACT934VUTso_QlOuzsNQQ,AgAD8hEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2460,,1789016259,1789016259,1724052618,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJYGbC9InKImwMma3ctLf0kVFQ0cJUAALzEQACT934VVzWeQkrBwbZNQQ,AgAD8xEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2465,,1789016259,1789016259,1724052618,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJYWbC9IkQfH3_e9IyNPyHJ7zyihA1AAL0EQACT934VftYbj1bdUz0NQQ,AgAD9BEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2507,,1789016259,1789016259,1724052618,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJYmbC9InXC7sGC0TN6SjBdyZs08VYAAL1EQACT934Vaiw13tvEb5-NQQ,AgAD9REAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2509,,1789016259,1789016259,1724052618,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJY2bC9ImUWTQg0OGNOt1HoF_8wfXXAAL4EQACT934Vbewdv1Ygfi9NQQ,AgAD-BEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2513,,1789016259,1789016259,1724052618,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJZGbC9IlfkcwXoT_waR9g3icbGZTyAAL5EQACT934VdTWVDoTHHI1NQQ,AgAD-REAAk_d-FU,2001,/SEMESTER1 /Physics /2023
2517,,1789016259,1789016259,1724052618,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIJc2bC9InGlNe_fYpEEoKT3YIzVLL9AAKdEQACT934VQ_yhEhBczwMNQQ,AgADnREAAk_d-FU,4644,/SEMESTER1 /Physics /2023
2519,,1789016259,1789016259,1724052618,1789016259(1).pdf,application/pdf,BQACAgUAAxkBAAIJdGbC9IlRtHDinoqRUTIHT6MQmqE6AAKQEQACwgkZVoPO08Sr9ANANQQ,AgADkBEAAsIJGVY,1786,/SEMESTER1 /Physics /2023
2522,,1789016259,1789016259,1724052618,1789016259(1).pdf,application/pdf,BQACAgUAAxkBAAIJdWbC9Im5RRzaEeRVh1J7TLswiJyGAAKREQACwgkZVv_1kIiDLY5uNQQ,AgADkREAAsIJGVY,2131,/SEMESTER1 /Physics /2023
2525,,1789016259,1789016259,1724052618,1789016259(2).pdf,application/pdf,BQACAgUAAxkBAAIJdmbC9Il1PxmyGcWIWhlWrZk-PJcKAAKSEQACwgkZVkJWJuol30PeNQQ,AgADkhEAAsIJGVY,2100,/SEMESTER1 /Physics /2023
2527,,1789016259,1789016259,1724052618,1789016259(3).pdf,application/pdf,BQACAgUAAxkBAAIJd2bC9IloaeQJpGlIClE9oWqLNBt0AAKTEQACwgkZVmF52aSJ3LuCNQQ,AgADkxEAAsIJGVY,2822,/SEMESTER1 /Physics /2023
2531,,1789016259,1789016259,1724052618,1789016259(1).pdf,application/pdf,BQACAgUAAxkBAAIJeGbC9IlE-ZY7u_GQqfaI8guMtnusAAKUEQACwgkZVisQLvotUHETNQQ,AgADlBEAAsIJGVY,2131,/SEMESTER1 /Physics /2023
2534,,1789016259,1789016259,1724052618,1789016259(2).pdf,application/pdf,BQACAgUAAxkBAAIJeWbC9Imp5712cbFn47BBkhG-suVEAAKVEQACwgkZVmLz8udrfKO4NQQ,AgADlREAAsIJGVY,2100,/SEMESTER1 /Physics /2023
2538,,1789016259,1789016259,1724052618,1789016259(3).pdf,application/pdf,BQACAgUAAxkBAAIJembC9IlU0KknP4kpgBYkK8Vp2KCuAAKWEQACwgkZVlhZggsdejXDNQQ,AgADlhEAAsIJGVY,2822,/SEMESTER1 /Physics /2023
2539,,1789016259,1789016259,1724052618,1789016259(1).pdf,application/pdf,BQACAgUAAxkBAAIJe2bC9IlumFJFnFd7kK0y8k5mEJzNAAKXEQACwgkZVpL-Sg2iSMIyNQQ,AgADlxEAAsIJGVY,2421,/SEMESTER1 /Physics /2023
2543,,1789016259,1789016259,1724052618,1789016259(2).pdf,application/pdf,BQACAgUAAxkBAAIJfGbC9IlUe1m3Mbq0QRx0gTp8mWRVAAKYEQACwgkZVuHjbYKBBmUCNQQ,AgADmBEAAsIJGVY,2421,/SEMESTER1 /Physics /2023
2546,,1789016259,1789016259,1724052618,1789016259(3).pdf,application/pdf,BQACAgUAAxkBAAIJfWbC9IkYbqvLbfEVoAUZ2YW9Ce7hAAKZEQACwgkZVv-qMHlHzybyNQQ,AgADmREAAsIJGVY,2220,/SEMESTER1 /Physics /2023
2550,,1789016259,1789016259,1724052639,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJombC9J_MmYyEJ-rwabcP0ATk3KQMAALpEQACT934Vemr3hgHv4gGNQQ,AgAD6REAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2552,,1789016259,1789016259,1724052639,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJo2bC9J-YabYHy1IVGEcjD45REMjuAALqEQACT934VUZRKOiIVZIzNQQ,AgAD6hEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2554,,1789016259,1789016259,1724052639,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJpGbC9J-leVq0PXVl4MQ42pgUd8VkAALrEQACT934VcHCK14g-rp1NQQ,AgAD6xEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2558,,1789016259,1789016259,1724052639,file handling-checkpoint.py,text/x-python,BQACAgUAAxkBAAIJpWbC9J9PiB99Xvf38X0WujDroB8kAAJADQAC7l74VRIhu0ydZkL4NQQ,AgADQA0AAu5e-FU,3094,/SEMESTER1 /Physics /2023
2562,,1789016259,1789016259,1724052639,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJtGbC9J-D_XMRNNw4_CafhdIoxN0rAAIBEgACT934VVgVAqh0P--KNQQ,AgADARIAAk_d-FU,2043,/SEMESTER1 /Physics /2023
2563,,1789016259,1789016259,1724052639,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJtWbC9J_Z6_9aqDdnxzQOq6xCEva0AAICEgACT934VYAPBIv9GgrvNQQ,AgADAhIAAk_d-FU,2043,/SEMESTER1 /Physics /2023
2568,,1789016259,1789016259,1724052639,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJtmbC9J_b7RxLZL3nNR3ltw0amOE0AAIDEgACT934VUB4j2WeHVxxNQQ,AgADAxIAAk_d-FU,2043,/SEMESTER1 /Physics /2023
2570,,1789016259,1789016259,1724052639,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJt2bC9J-34JvxvAOVZHV0xdXAJMUGAAIFEgACT934VQTQfcY_h9qaNQQ,AgADBRIAAk_d-FU,2043,/SEMESTER1 /Physics /2023
2573,,1789016259,1789016259,1724052639,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJuGbC9J_iM_vajOq0d9HQb3gKJ6xxAAIGEgACT934VWPjC8tm_gpvNQQ,AgADBhIAAk_d-FU,2043,/SEMESTER1 /Physics /2023
2575,,1789016259,1789016259,1724052639,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJuWbC9J8lOGf1X1Jpag0zJaqgJPuhAAIHEgACT934VQx2xdv1ZCyvNQQ,AgADBxIAAk_d-FU,2043,/SEMESTER1 /Physics /2023
